Datum	Customer	Country	Catalog Number	Catalog Name	Quantity	Price	Total	Currency_ID	Subsidiary
16.12.14	UniR, R	GERMANY	R0146S	XhoI, recombinant	1	57,8	57,8	20	New England Biolabs Germany
16.12.14	UniR, R	GERMANY	R0105S	HpaI, recombinant	1	47,6	47,6	20	New England Biolabs Germany
16.12.14	DSMZ	GERMANY	C3020K	NEB 10-beta Electrocompetent E. coli	1	153,6	153,6	20	New England Biolabs Germany
16.12.14	MPI Biophys. Chemie, GÖ	GERMANY	M0373S	T4 RNA Ligase 2, truncated KQ	1	50,7	50,7	20	New England Biolabs Germany
16.12.14	Helmholtz (exGSF), M	GERMANY	R3133S	SpeI-HF®	1	49,6	49,6	20	New England Biolabs Germany
16.12.14	UniFR Reagenzien, FR •R1x	GERMANY	M0492S	Q5® High-Fidelity 2X Master Mix	1	112	112	20	New England Biolabs Germany
16.12.14	UniK CECAD-Universität, K	GERMANY	P7715G	Protein Standard Sample Pack	1	0	0	20	New England Biolabs Germany
16.12.14	MPI Mol. Physiologie, DO	GERMANY	N3239S	Quick-Load® 1 kb Extend DNA Ladder	5	48,36	241,8	20	New England Biolabs Germany
16.12.14	UniKlinik Biochemie II Paulsson, K	GERMANY	R3133S	SpeI-HF®	1	52,7	52,7	20	New England Biolabs Germany
16.12.14	UniKlinik Biochemie II Paulsson, K	GERMANY	R0131S	NheI, recombinant	1	54,4	54,4	20	New England Biolabs Germany
16.12.14	GenXPro, F	GERMANY	R0106S	MspI, recombinant	1	52,2	52,2	20	New England Biolabs Germany
16.12.14	Charité UKRV, B	GERMANY	E7370S	NEBNext® Ultra DNA Library Prep Kit for Illumina®	1	0	0	20	New England Biolabs Germany
16.12.14	Charité UKRV, B	GERMANY	E7370G	NEBNext® Ultra DNA Library Prep Kit, Sample	1	0	0	20	New England Biolabs Germany
16.12.14	Charité UKRV, B	GERMANY	E7350S	NEBNext® Singleplex Oligos for Illumina®	2	0	0	20	New England Biolabs Germany
16.12.14	UniFR Reagenzien, FR •R1x	GERMANY	M0289L	Antarctic Phosphatase	3	198,4	595,2	20	New England Biolabs Germany
16.12.14	UniFR Reagenzien, FR •R1x	GERMANY	M0293L	Exonuclease I	3	201,6	604,8	20	New England Biolabs Germany
16.12.14	Mikro Polo, Maribor - Slovenja	SLOVENJA	M0480S	OneTaq® DNA Polymerase	4	19	76	20	New England Biolabs Germany
16.12.14	Mikro Polo, Maribor - Slovenja	SLOVENJA	P7711S	ColorPlus™ Prestained Protein Ladder (10-230 kDa)	1	66,5	66,5	20	New England Biolabs Germany
16.12.14	Mikro Polo, Maribor - Slovenja	SLOVENJA	E2611S	Gibson Assembly® Master Mix	1	109,9	109,9	20	New England Biolabs Germany
16.12.14	Mikro Polo, Maribor - Slovenja	SLOVENJA	R0136S	BamHI, recombinant	1	31,85	31,85	20	New England Biolabs Germany
16.12.14	Helmholtz Infektion, HZI (ehem.GBF), BSv	GERMANY	M0302L	T7 Endonuclease I	1	211,2	211,2	20	New England Biolabs Germany
16.12.14	Proteome Factory, B	GERMANY	P0704L	PNGase F	1	536	536	20	New England Biolabs Germany
16.12.14	UniS-H Pfl. Züchtung, S•	GERMANY	R0643L	ApeKI, recombinant	1	244,8	244,8	20	New England Biolabs Germany
16.12.14	UniS-H Pfl. Züchtung, S•	GERMANY	R0104S	HindIII, recombinant	1	44,1	44,1	20	New England Biolabs Germany
16.12.14	UniS-H Pfl. Züchtung, S•	GERMANY	M0202L	T4 DNA Ligase	1	244,8	244,8	20	New England Biolabs Germany
16.12.14	UniS-H Pfl. Züchtung, S•	GERMANY	M0270L	Taq 2X Master Mix	1	194,4	194,4	20	New England Biolabs Germany
16.12.14	UniS-H Pfl. Züchtung, S•	GERMANY	N0550S	Quick-Load® Purple 2-Log DNA Ladder	10	59,4	594	20	New England Biolabs Germany
16.12.14	Genzentrum eFreezer, M	GERMANY	E0552S	Q5® Site-Directed Mutagenesis Kit (Without Competent Cells)	1	106,25	106,25	20	New England Biolabs Germany
16.12.14	Genzentrum eFreezer, M	GERMANY	M0262S	Lambda Exonuclease	1	55,25	55,25	20	New England Biolabs Germany
16.12.14	Bioanalytik, FS	GERMANY	C2989K	NEB 5-alpha Electrocompetent E. coli	1	153	153	20	New England Biolabs Germany
16.12.14	UniK Freezer CECAD-Universität, K	GERMANY	P7702L	Protein Marker, Broad Range, premixed	1	217,6	217,6	20	New England Biolabs Germany
16.12.14	UniK Freezer CECAD-Universität, K	GERMANY	P7709V	ColorPlus™ Prestained Protein Marker, Broad Range	1	52	52	20	New England Biolabs Germany
16.12.14	UniK Freezer CECAD-Universität, K	GERMANY	R3189S	NotI-HF®	1	56	56	20	New England Biolabs Germany
16.12.14	MedUni Hygiene & Immunologie, Wien	AUSTRIA	M0273X	Taq DNA Polymerase (DF Standard Taq Buffer)	2	440	880	20	New England Biolabs Germany
16.12.14	Nexigen, K	GERMANY	R0101S	EcoRI, recombinant	1	44,1	44,1	20	New England Biolabs Germany
16.12.14	Jacobs Uni (Int. School), HB	GERMANY	M0491G	Q5® High-Fidelity DNA Polymerase, Sample	1	0	0	20	New England Biolabs Germany
16.12.14	Jacobs Uni (Int. School), HB	GERMANY	B7001S	NEBuffer Pack #1 (yellow)	1	0	0	20	New England Biolabs Germany
16.12.14	BZ, Biozentrum eFreezer, F	GERMANY	R0520S	AflII, recombinant	1	49,6	49,6	20	New England Biolabs Germany
16.12.14	LMU Klinikum Apotheke, M•	GERMANY	E7370S	NEBNext® Ultra DNA Library Prep Kit for Illumina®	1	695	695	20	New England Biolabs Germany
16.12.14	Jacobs Uni (Int. School), HB	GERMANY	M0380S	WarmStart® RTx Reverse Transcriptase	1	0	0	20	New England Biolabs Germany
16.12.14	Jacobs Uni (Int. School), HB	GERMANY	M0491G	Q5® High-Fidelity DNA Polymerase, Sample	1	0	0	20	New England Biolabs Germany
16.12.14	BRAIN, Zwingenberg	GERMANY	M0491S	Q5® High-Fidelity DNA Polymerase	1	81	81	20	New England Biolabs Germany
16.12.14	BRAIN, Zwingenberg	GERMANY	M0203S	T4 DNA Polymerase	1	55,8	55,8	20	New England Biolabs Germany
16.12.14	BRAIN, Zwingenberg	GERMANY	R3552S	AgeI-HF®	1	59,4	59,4	20	New England Biolabs Germany
16.12.14	BRAIN, Zwingenberg	GERMANY	R0535S	BsaI, recombinant	1	59,4	59,4	20	New England Biolabs Germany
16.12.14	UniFR Reagenzien, FR •R1x	GERMANY	R0187M	StuI, recombinant, conc.	1	179,2	179,2	20	New England Biolabs Germany
16.12.14	Gregor Mendel Institut, Wien	AUSTRIA	R0583S	Tsp45I	1	61,2	61,2	20	New England Biolabs Germany
16.12.14	UniK Freezer CECAD-Universität, K	GERMANY	R3101S	EcoRI-HF®	1	39,2	39,2	20	New England Biolabs Germany
16.12.14	MPI Immunbiologie, FR	GERMANY	R0104S	HindIII, recombinant	1	38,22	38,22	20	New England Biolabs Germany
16.12.14	Herzzentrum, M	GERMANY	P7712S	Color Protein Standard, Broad Range	2	98,1	196,2	20	New England Biolabs Germany
16.12.14	ibidi, Martinsried	GERMANY	C2987H	NEB 5-alpha Competent E. coli (High Efficiency)	1	182	182	20	New England Biolabs Germany
16.12.14	MedUni Krebsforsch. EM,Wien,ATU57469858	AUSTRIA	R0146S	XhoI, recombinant	1	51	51	20	New England Biolabs Germany
16.12.14	MedUni Krebsforsch. EM,Wien,ATU57469858	AUSTRIA	R0105S	HpaI, recombinant	1	42	42	20	New England Biolabs Germany
16.12.14	MedUni Krebsforsch. EM,Wien,ATU57469858	AUSTRIA	R0197S	ClaI, recombinant	1	46,5	46,5	20	New England Biolabs Germany
16.12.14	MedUni Krebsforsch. EM,Wien,ATU57469858	AUSTRIA	M0368L	ProtoScript® II Reverse Transcriptase	3	122,4	367,2	20	New England Biolabs Germany
16.12.14	MPI Mol. Physiologie, DO	GERMANY	R0150S	PvuI, recombinant	1	53,04	53,04	20	New England Biolabs Germany
16.12.14	MPI Mol. Physiologie, DO	GERMANY	P0757S	p-Nitrophenylphosphate (PNPP)	1	18,72	18,72	20	New England Biolabs Germany
16.12.14	LMU Mikrobiologie Freezer, Martinsried*	GERMANY	R0620L	HpyCH4V, recombinant	1	192	192	20	New England Biolabs Germany
16.12.14	Biologie 3, Ulm	GERMANY	B0293S	NEBuffer Pack for Exonuclease I (#M0293)	1	18	18	20	New England Biolabs Germany
16.12.14	Biologie 3, Ulm	GERMANY	M0210S	DNA Pol. Lg. Fragm. (Klenow)	1	59	59	20	New England Biolabs Germany
16.12.14	Biologie 3, Ulm	GERMANY	R0169S	Sau3AI, recombinant	1	56	56	20	New England Biolabs Germany
16.12.14	Klinikum, HD	GERMANY	M0481L	OneTaq® Hot Start DNA Polymerase	2	249,6	499,2	20	New England Biolabs Germany
16.12.14	Klinikum, HD	GERMANY	M0267L	Taq DNA Polymerase	1	192	192	20	New England Biolabs Germany
16.12.14	UniK Entwicklungsbiologie,•R3x	GERMANY	R0558S	AscI, recombinant	1	57,6	57,6	20	New England Biolabs Germany
16.12.14	MPI Psychiatrie, M•	GERMANY	M0368X	ProtoScript® II Reverse Transcriptase	1	421,2	421,2	20	New England Biolabs Germany
16.12.14	Universität Freezer, BT	GERMANY	M0267S	Taq DNA Polymerase	1	60	60	20	New England Biolabs Germany
16.12.14	Universität Freezer, BT	GERMANY	M0530S	Phusion® High-Fidelity DNA Polymerase	1	72	72	20	New England Biolabs Germany
16.12.14	Universität Freezer, BT	GERMANY	N3232S	DNA Ladder 1 kb	1	39,2	39,2	20	New England Biolabs Germany
16.12.14	Universität Freezer, BT	GERMANY	R0176S	DpnI, recombinant	1	49,6	49,6	20	New England Biolabs Germany
16.12.14	Universität Freezer, BT	GERMANY	M0203S	T4 DNA Polymerase	1	49,6	49,6	20	New England Biolabs Germany
16.12.14	Universität Freezer, BT	GERMANY	N0447S	Deoxynucleotide Solutions, Mix	1	46,4	46,4	20	New England Biolabs Germany
16.12.14	Charité B. Franklin, B	GERMANY	N3231S	DNA Ladder 100 bp	1	43,2	43,2	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R0619L	HpyCH4IV, recombinant	5	132	660	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R0155L	HinfI, recombinant	1	116	116	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R0167L	RsaI, recombinant	1	112	112	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	M0201S	T4 Polynucleotide Kinase (PNK)	1	29	29	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R3535S	BsaI-HF®	1	33	33	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R0176S	DpnI, recombinant	1	31	31	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	C2987I	NEB 5-alpha Competent E. coli (High Efficiency)	10	71	710	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R3189S	NotI-HF®	3	35	105	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R0193S	NcoI, recombinant	1	31	31	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R3142S	KpnI-HF®	2	29	58	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	M0202S	T4 DNA Ligase	1	34	34	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	N3232S	DNA Ladder 1 kb	1	24,5	24,5	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	M0530L	Phusion® High-Fidelity DNA Polymerase	1	199,5	199,5	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R0176S	DpnI, recombinant	1	31	31	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R3131S	NheI-HF®	1	32	32	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R0145S	XbaI, recombinant	1	34	34	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R0652S	AfeI, recombinant	3	34	102	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R0507M	ApaLI, recombinant (conc.)	2	124	248	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R3138S	SalI-HF®	2	28	56	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R3189S	NotI-HF®	2	35	70	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R3101S	EcoRI-HF®	2	24,5	49	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R0144S	BglII, recombinant	2	29	58	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	E0540S	O-Glycosidase and Neuraminidase Bundle	1	86	86	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R0141S	SmaI, recombinant	1	28	28	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	E3300L	BioLux® Gaussia Luciferase Assay Kit	1	212,5	212,5	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	E2611S	Gibson Assembly® Master Mix	1	78,5	78,5	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	M0293L	Exonuclease I	1	130	130	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	M0202L	T4 DNA Ligase	1	136	136	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	M0273L	Taq DNA Polymerase (DF Standard Taq Buffer)	1	120	120	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R3133S	SpeI-HF®	1	31	31	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R3642L	SbfI-HF®	8	136	1088	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	M0202M	T4 DNA Ligase, conc.	10	136	1360	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	M0202T	T4 DNA Ligase, conc.	1	34	34	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	E7500L	NEBNext® Multiplex Oligos for Illumina® (Index Primer Set 2)	1	240	240	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	M0251S	T7 RNA Polymerase	1	32	32	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	M0202S	T4 DNA Ligase	1	34	34	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	R0156S	SacI, recombinant	1	29	29	20	New England Biolabs Germany
16.12.14	NEB FR	FRANCE	N0466S	Ribonucleotide Solution Mix	1	33,5	33,5	20	New England Biolabs Germany
16.12.14	Apotheke, MZ	GERMANY	R3136S	BamHI-HF®	1	41,65	41,65	20	New England Biolabs Germany
16.12.14	UniFR Pharmakologie, FR	GERMANY	R0176S	DpnI, recombinant	1	49,6	49,6	20	New England Biolabs Germany
16.12.14	Uni-Klinik, BN •	GERMANY	R3136S	BamHI-HF®	1	41,65	41,65	20	New England Biolabs Germany
16.12.14	Uni-Klinik, BN •	GERMANY	N3233L	Low Molecular Weight DNA Ladder	1	197,2	197,2	20	New England Biolabs Germany
16.12.14	Uni-Klinik, BN •	GERMANY	M0201L	T4 Polynucleotide Kinase (PNK)	1	197,2	197,2	20	New England Biolabs Germany
16.12.14	Uni-Klinik, BN •	GERMANY	M0373S	T4 RNA Ligase 2, truncated KQ	1	55,25	55,25	20	New England Biolabs Germany
16.12.14	Uni-Klinik, BN •	GERMANY	B0216L	T4 RNA Ligase Reaction Buffer Pack	1	34	34	20	New England Biolabs Germany
16.12.14	Uni-Klinik, BN •	GERMANY	B7004S	NEBuffer Pack #4 (green)	1	15,3	15,3	20	New England Biolabs Germany
16.12.14	UniR, R, Freezer*•	GERMANY	R3142S	KpnI-HF®	1	46,4	46,4	20	New England Biolabs Germany
16.12.14	UniR, R, Freezer*•	GERMANY	R0198S	MluI, recombinant	2	49,6	99,2	20	New England Biolabs Germany
16.12.14	UniR, R, Freezer*•	GERMANY	R0111S	NdeI, recombinant	1	49,6	49,6	20	New England Biolabs Germany
16.12.14	UniR, R, Freezer*•	GERMANY	M0202S	T4 DNA Ligase	1	54,4	54,4	20	New England Biolabs Germany
16.12.14	UniR, R, Freezer*•	GERMANY	M0530S	Phusion® High-Fidelity DNA Polymerase	3	72	216	20	New England Biolabs Germany
16.12.14	UniR, R, Freezer*•	GERMANY	R3189S	NotI-HF®	2	56	112	20	New England Biolabs Germany
16.12.14	UniR, R, Freezer*•	GERMANY	R3150S	PvuI-HF®	1	54,4	54,4	20	New England Biolabs Germany
16.12.14	UniR, R, Freezer*•	GERMANY	N3200S	2-Log DNA Ladder (0.1-10.0 kb)	3	39,2	117,6	20	New England Biolabs Germany
16.12.14	UniR, R, Freezer*•	GERMANY	R0157S	SacII, recombinant	1	46,4	46,4	20	New England Biolabs Germany
16.12.14	UniR, R, Freezer*•	GERMANY	R3133S	SpeI-HF®	1	49,6	49,6	20	New England Biolabs Germany
16.12.14	UniR, R, Freezer*•	GERMANY	M0289S	Antarctic Phosphatase	1	49,6	49,6	20	New England Biolabs Germany
16.12.14	UniR, R, Freezer*•	GERMANY	M0201S	T4 Polynucleotide Kinase (PNK)	2	46,4	92,8	20	New England Biolabs Germany
16.12.14	UniR, R, Freezer*•	GERMANY	M0267S	Taq DNA Polymerase	1	48	48	20	New England Biolabs Germany
16.12.14	UniR, R, Freezer*•	GERMANY	M0267L	Taq DNA Polymerase	1	192	192	20	New England Biolabs Germany
17.12.14	BZ, Biozentrum eFreezer, F	GERMANY	R0111S	NdeI, recombinant	1	46,5	46,5	20	New England Biolabs Germany
17.12.14	Provadis, F•R1x	GERMANY	R3101S	EcoRI-HF®	3	39,2	117,6	0	New England Biolabs Germany
17.12.14	Provadis, F•R1x	GERMANY	R3140S	PstI-HF®	3	51,2	153,6	0	New England Biolabs Germany
01.12.14	Biologie/Zoologie Freezer , ER	GERMANY	M0267L	Taq DNA Polymerase	-1	240	-240	20	New England Biolabs Germany
17.12.14	Biologie/Zoologie Freezer , ER	GERMANY	M0267L	Taq DNA Polymerase	1	240	240	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	C2527H	BL21(DE3) Competent E.coli	1	107,4	107,4	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	C2925H	dam-/dcm- Competent E. coli	1	135	135	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	C2925I	dam-/dcm- Competent E. coli	1	105	105	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	C2988J	NEB 5-alpha Competent E. coli (Subcloning Efficiency)	2	35,75	71,5	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	C3019I	NEB 10-beta Competent E. coli (High Efficiency)	2	89,1	178,2	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	P0756L	Adenosine 5´-Triphosphate (ATP)	1	72	72	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	E5310S	OneTaq® RT-PCR Kit	5	74,5	372,5	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	E7300S	NEBNext® Multiplex Small RNA Prep Set for Illumina® (Set1)	1	882	882	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	M0242L	T4 RNA Ligase 2, truncated	2	156	312	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	M0289S	Antarctic Phosphatase	4	37,2	148,8	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	M0338S	XRN-1 (5-3) Exonuclease	1	49,2	49,2	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	M0386L	Cas9 Nuclease, S. pyogenes	1	405	405	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	M0486L	OneTaq® Quick-Load 2X Master Mix with Standard Buffer	3	78	234	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	M0493L	Q5® Hot Start High-Fidelity DNA Polymerase	4	264	1056	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	M0530L	Phusion® High-Fidelity DNA Polymerase	60	239,4	14364	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	N3200L	2-Log DNA Ladder (0.1-10.0 kb)	4	117,6	470,4	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	N3231L	DNA Ladder 100 bp	2	129,6	259,2	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	N3233S	Low Molecular Weight DNA Ladder	2	34,8	69,6	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	P0702L	Endo H	1	160,8	160,8	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	P7703S	Protein Ladder, (10-250 kDa)	2	43,2	86,4	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	P8107S	Proteinase K, Molecular Biology Grade	1	40,8	40,8	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R0145S	XbaI, recombinant	5	37,4	187	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R0145T	XbaI, recombinant, conc.	1	37,4	37,4	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R0146S	XhoI, recombinant	10	37,4	374	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R0147M	MboI, recombinant, conc.	2	154	308	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R0156S	SacI, recombinant	2	31,9	63,8	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R0168S	BstNI, recombinant	1	30,8	30,8	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R0176S	DpnI, recombinant	10	34,1	341	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R0187S	StuI, recombinant	2	30,8	61,6	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R0191S	NarI, recombinant	1	34,1	34,1	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R0523S	BstYI, recombinant	1	33	33	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R0537S	BsaBI	1	35,2	35,2	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R0569S	SapI, recombinant	2	35,2	70,4	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R0601S	BbvCI, recombinant	1	34,1	34,1	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R0617S	Hpy188I, recombinant	1	35,2	35,2	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R3101L	EcoRI-HF®	1	107,8	107,8	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R3131S	NheI-HF®	5	35,2	176	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	S1411S	3´-O-Me-7mG(ppp)G RNA Cap Structure Analog	1	84	84	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	B7002S	NEBuffer Pack #2 (blue)	1	10,8	10,8	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	B7200S	NEBuffer Set 1.1, 2.1, 3.1 and CutSmart	2	10,8	21,6	20	New England Biolabs Germany
17.12.14	Dis Netherlands	NETHERLANDS	R0553L	BsiWI, recombinant	5	145,2	726	20	New England Biolabs Germany
17.12.14	DZNE, BN	GERMANY	E7580S	NEBNext® Multiplex Small RNA Prep Set for Illumina® (Set2)	1	1470	1470	20	New England Biolabs Germany
17.12.14	MPI Biochemie, Martinsried• aLambach/vor	GERMANY	E8021S	Amylose Resin	1	113,1	113,1	20	New England Biolabs Germany
17.12.14	UniK Entwicklungsbiologie,•R3x	GERMANY	M0386S	Cas9 Nuclease, S. pyogenes	1	0	0	20	New England Biolabs Germany
17.12.14	TU Beschaffungsabt, KL	GERMANY	R3131S	NheI-HF®	1	57,6	57,6	20	New England Biolabs Germany
17.12.14	UniKlinik Med. Mikrobiologie, K	GERMANY	R3136S	BamHI-HF®	1	0	0	20	New England Biolabs Germany
17.12.14	Twincore, H	GERMANY	B7002S	NEBuffer Pack #2 (blue)	1	14,4	14,4	20	New England Biolabs Germany
17.12.14	MPI Immunbiologie, FR	GERMANY	M0201L	T4 Polynucleotide Kinase (PNK)	1	180,96	180,96	20	New England Biolabs Germany
17.12.14	MPI Immunbiologie, FR	GERMANY	M0263S	T7 Exonuclease	1	46,8	46,8	20	New England Biolabs Germany
17.12.14	Scil, HAL	GERMANY	M0486L	OneTaq® Quick-Load 2X Master Mix with Standard Buffer	2	156	312	20	New England Biolabs Germany
17.12.14	Scil, HAL	GERMANY	M2200S	Quick Ligation™ Kit	2	89,1	178,2	20	New England Biolabs Germany
17.12.14	ZMNH, HH	GERMANY	M0491L	Q5® High-Fidelity DNA Polymerase	1	299,5	299,5	20	New England Biolabs Germany
17.12.14	BMLS (FMLS), aGrininger, F	GERMANY	M0531L	Phusion® High-Fidelity PCR Master Mix with HF Buffer	1	480	480	20	New England Biolabs Germany
17.12.14	Roche, MA •R1x	GERMANY	P8010L	Factor Xa	1	221	221	20	New England Biolabs Germany
17.12.14	Boehringer, Biberach	GERMANY	B7200S	NEBuffer Set 1.1, 2.1, 3.1 and CutSmart	20	16,2	324	20	New England Biolabs Germany
17.12.14	Boehringer, Biberach	GERMANY	R0136S	BamHI, recombinant	1	44,1	44,1	20	New England Biolabs Germany
17.12.14	Boehringer, Biberach	GERMANY	R0146S	XhoI, recombinant	2	61,2	122,4	20	New England Biolabs Germany
17.12.14	Boehringer, Biberach	GERMANY	R0193S	NcoI, recombinant	2	55,8	111,6	20	New England Biolabs Germany
17.12.14	HU_B Biologie, B	GERMANY	R0133S	SpeI, recombinant	1	49,6	49,6	20	New England Biolabs Germany
17.12.14	DKFZ, HD •R1x	GERMANY	E6240L	NEBNext® ChIP-Seq Library Prep Master Mix Set for Illumina®	1	1140	1140	20	New England Biolabs Germany
17.12.14	DKFZ, HD •R1x	GERMANY	S1419S	Oligo d(T)25 Magnetic Beads	1	189,6	189,6	20	New England Biolabs Germany
17.12.14	MPI Biochemie, Martinsried• aLambach/vor	GERMANY	P7708S	Prestained Protein Marker, Broad Range, premixed	5	74,88	374,4	20	New England Biolabs Germany
17.12.14	DKFZ, HD •R1x	GERMANY	E7500L	NEBNext® Multiplex Oligos for Illumina® (Index Primer Set 2)	1	480	480	20	New England Biolabs Germany
17.12.14	DKFZ, HD •R1x	GERMANY	M5505S	USER™ Enzyme, recombinant	1	52,8	52,8	20	New England Biolabs Germany
17.12.14	CellCA	GERMANY	R3104S	HindIII-HF®	2	44,1	88,2	20	New England Biolabs Germany
17.12.14	CellCA	GERMANY	R3136S	BamHI-HF®	1	44,1	44,1	20	New England Biolabs Germany
17.12.14	CellCA	GERMANY	R3140S	PstI-HF®	1	57,6	57,6	20	New England Biolabs Germany
17.12.14	CellCA	GERMANY	R3142S	KpnI-HF®	2	52,2	104,4	20	New England Biolabs Germany
17.12.14	CellCA	GERMANY	R3150S	PvuI-HF®	2	61,2	122,4	20	New England Biolabs Germany
17.12.14	CellCA	GERMANY	R3151S	PvuII-HF®	1	50,4	50,4	20	New England Biolabs Germany
17.12.14	CellCA	GERMANY	R3189S	NotI-HF®	1	63	63	20	New England Biolabs Germany
17.12.14	CellCA	GERMANY	R3193S	NcoI-HF®	1	55,8	55,8	20	New England Biolabs Germany
17.12.14	CellCA	GERMANY	R0507S	ApaLI, recombinant	1	55,8	55,8	20	New England Biolabs Germany
17.12.14	CellCA	GERMANY	R0103S	HincII, recombinant	1	52,2	52,2	20	New England Biolabs Germany
17.12.14	CellCA	GERMANY	R0547S	PacI, recombinant	1	57,6	57,6	20	New England Biolabs Germany
17.12.14	CellCA	GERMANY	R0198L	MluI, recombinant	1	210,8	210,8	20	New England Biolabs Germany
17.12.14	CellCA	GERMANY	R0146S	XhoI, recombinant	2	61,2	122,4	20	New England Biolabs Germany
